record_id,date,time,district,province,temperature_c,humidity_pct,previous_consumption_kwh,household_size,ac_usage,fan_usage,work_from_home,electricity_consumption_kwh
11006,2025-03-18,10:00:00,Galle,Southern,27.3,75.45,2.0956,5,0,1,1,1.9718
11007,2025-03-18,10:00:00,Gampaha,Western,27.58,79.73,1.8314,7,0,1,0,1.8616
11008,2025-03-18,10:00:00,Kandy,Central,26.61,75.36,1.6722,2,0,1,0,1.616
11009,2025-03-18,10:00:00,Kegalle,Sabaragamuwa,27.37,72.55,1.661,3,0,1,0,1.6896
11010,2025-03-18,10:00:00,Kurunegala,North Western,25.99,79.34,1.7592,4,0,1,1,1.88
11011,2025-03-18,11:00:00,Colombo,Western,27.65,74.53,1.9005,5,0,1,0,1.9001
11012,2025-03-18,11:00:00,Galle,Southern,26.42,75.84,1.9718,3,0,1,0,1.6067
11013,2025-03-18,11:00:00,Gampaha,Western,27.85,81.75,1.8616,2,0,1,0,1.8854
11014,2025-03-18,11:00:00,Kandy,Central,25.55,69.79,1.616,7,0,1,1,1.8161
11015,2025-03-18,11:00:00,Kegalle,Sabaragamuwa,26.98,79.48,1.6896,3,0,1,0,1.7243
11016,2025-03-18,11:00:00,Kurunegala,North Western,26.58,80.72,1.88,4,0,1,0,1.9119
11017,2025-03-18,12:00:00,Colombo,Western,26.75,74.66,1.9001,4,0,1,0,1.8403
11018,2025-03-18,12:00:00,Galle,Southern,27.87,75.4,1.6067,5,0,1,0,1.8692
11019,2025-03-18,12:00:00,Gampaha,Western,27.45,71.47,1.8854,3,0,0,0,1.6927
11020,2025-03-18,12:00:00,Kandy,Central,25.84,73.77,1.8161,2,0,1,0,1.4613
11021,2025-03-18,12:00:00,Kegalle,Sabaragamuwa,26.63,72.37,1.7243,7,0,1,0,1.6516
11022,2025-03-18,12:00:00,Kurunegala,North Western,28.71,73.36,1.9119,4,0,1,0,1.7767
11023,2025-03-18,13:00:00,Colombo,Western,27.71,73.5,1.8403,2,0,1,0,1.7833
11024,2025-03-18,13:00:00,Galle,Southern,28.33,73.6,1.8692,4,0,1,0,1.7482
11025,2025-03-18,13:00:00,Gampaha,Western,28.03,70.55,1.6927,6,0,1,0,1.7529
11026,2025-03-18,13:00:00,Kandy,Central,28.57,72.12,1.4613,4,1,0,0,1.7696
11027,2025-03-18,13:00:00,Kegalle,Sabaragamuwa,27.61,75.87,1.6516,2,0,1,0,1.6533
11028,2025-03-18,13:00:00,Kurunegala,North Western,28.06,75.15,1.7767,4,0,1,1,1.8696
11029,2025-03-18,14:00:00,Colombo,Western,28.64,71.37,1.7833,3,0,1,1,1.9834
11030,2025-03-18,14:00:00,Galle,Southern,28.57,68.52,1.7482,7,0,1,1,1.9017
11031,2025-03-18,14:00:00,Gampaha,Western,28.76,69.07,1.7529,7,0,0,0,1.804
11032,2025-03-18,14:00:00,Kandy,Central,27.88,71.13,1.7696,2,0,1,0,1.5748
11033,2025-03-18,14:00:00,Kegalle,Sabaragamuwa,28.26,67.05,1.6533,7,0,1,0,1.7739
11034,2025-03-18,14:00:00,Kurunegala,North Western,28.76,70.24,1.8696,6,0,1,0,1.9045
11035,2025-03-18,15:00:00,Colombo,Western,28.68,70.96,1.9834,3,1,0,1,2.0936
11036,2025-03-18,15:00:00,Galle,Southern,27.99,65.13,1.9017,7,0,1,0,1.7949
11037,2025-03-18,15:00:00,Gampaha,Western,28.61,69.02,1.804,5,0,1,0,1.89
11038,2025-03-18,15:00:00,Kandy,Central,28.77,70.13,1.5748,5,0,1,0,1.6414
11039,2025-03-18,15:00:00,Kegalle,Sabaragamuwa,29.42,68.03,1.7739,7,1,0,0,2.0593
11040,2025-03-18,15:00:00,Kurunegala,North Western,28.51,66.54,1.9045,7,1,0,1,2.1693
11041,2025-03-18,16:00:00,Colombo,Western,30.36,67.33,2.0936,6,1,0,1,2.3433
11042,2025-03-18,16:00:00,Galle,Southern,29.85,67.55,1.7949,2,0,1,0,1.6816
11043,2025-03-18,16:00:00,Gampaha,Western,28.96,68.52,1.89,3,0,1,0,2.0476
11044,2025-03-18,16:00:00,Kandy,Central,27.59,66.63,1.6414,4,0,1,0,1.5779
11045,2025-03-18,16:00:00,Kegalle,Sabaragamuwa,28.42,64.83,2.0593,2,0,1,0,1.6734
11046,2025-03-18,16:00:00,Kurunegala,North Western,29.22,68.77,2.1693,5,1,0,0,2.0107
11047,2025-03-18,17:00:00,Colombo,Western,31.16,63.3,2.3433,6,1,0,1,2.4805
11048,2025-03-18,17:00:00,Galle,Southern,29.49,66.49,1.6816,4,0,1,1,1.9939
11049,2025-03-18,17:00:00,Gampaha,Western,30.37,62.64,2.0476,5,1,0,0,2.1332
11050,2025-03-18,17:00:00,Kandy,Central,27.65,65.68,1.5779,2,0,1,0,1.4687
11051,2025-03-18,17:00:00,Kegalle,Sabaragamuwa,30.32,66.75,1.6734,7,0,1,0,1.91
11052,2025-03-18,17:00:00,Kurunegala,North Western,29.82,63.57,2.0107,6,1,0,1,2.1852
11053,2025-03-18,18:00:00,Colombo,Western,29.76,60.33,2.4805,2,0,1,0,2.0643
11054,2025-03-18,18:00:00,Galle,Southern,28.45,68.1,1.9939,6,1,0,1,2.2065
11055,2025-03-18,18:00:00,Gampaha,Western,30.26,64.06,2.1332,6,1,0,1,2.2307
11056,2025-03-18,18:00:00,Kandy,Central,28.91,68.58,1.4687,4,1,0,0,1.8713
11057,2025-03-18,18:00:00,Kegalle,Sabaragamuwa,29.16,65.12,1.91,4,1,0,1,2.2564
11058,2025-03-18,18:00:00,Kurunegala,North Western,28.71,62.66,2.1852,7,1,0,0,2.1404
11059,2025-03-18,19:00:00,Colombo,Western,30.08,64.5,2.0643,5,1,0,0,2.2923
11060,2025-03-18,19:00:00,Galle,Southern,29.75,66.55,2.2065,6,1,0,0,2.3294
11061,2025-03-18,19:00:00,Gampaha,Western,30.74,64.11,2.2307,4,1,0,0,2.3637
11062,2025-03-18,19:00:00,Kandy,Central,29.12,62.68,1.8713,4,1,0,0,1.7639
11063,2025-03-18,19:00:00,Kegalle,Sabaragamuwa,28.94,67.2,2.2564,3,1,0,1,2.3315
11064,2025-03-18,19:00:00,Kurunegala,North Western,30.79,65.39,2.1404,2,0,1,0,1.9462
11065,2025-03-18,20:00:00,Colombo,Western,29.38,66.9,2.2923,5,1,0,0,2.4161
11066,2025-03-18,20:00:00,Galle,Southern,30.04,63.61,2.3294,5,1,0,0,2.1567
11067,2025-03-18,20:00:00,Gampaha,Western,29.68,65.52,2.3637,7,1,0,0,2.3636
11068,2025-03-18,20:00:00,Kandy,Central,27.49,66.27,1.7639,2,0,1,0,1.7536
11069,2025-03-18,20:00:00,Kegalle,Sabaragamuwa,28.86,64.55,2.3315,3,1,0,0,2.0135
11070,2025-03-18,20:00:00,Kurunegala,North Western,29.12,64.46,1.9462,4,1,0,1,2.2415
11071,2025-03-18,21:00:00,Colombo,Western,30.41,65.84,2.4161,5,1,0,1,2.7063
11072,2025-03-18,21:00:00,Galle,Southern,30.5,63.05,2.1567,3,1,0,1,2.2351
11073,2025-03-18,21:00:00,Gampaha,Western,30.33,69.74,2.3636,2,0,1,0,2.2226
11074,2025-03-18,21:00:00,Kandy,Central,28.79,69.31,1.7536,7,1,0,0,2.0506
11075,2025-03-18,21:00:00,Kegalle,Sabaragamuwa,29.68,62.91,2.0135,3,1,0,0,2.039
11076,2025-03-18,21:00:00,Kurunegala,North Western,30.63,72.45,2.2415,4,1,0,0,2.5433
11077,2025-03-18,22:00:00,Colombo,Western,30.2,66.48,2.7063,4,1,0,0,2.4983
11078,2025-03-18,22:00:00,Galle,Southern,28.87,71.16,2.2351,5,1,0,1,2.3303
11079,2025-03-18,22:00:00,Gampaha,Western,28.77,66.85,2.2226,3,1,0,0,2.2804
11080,2025-03-18,22:00:00,Kandy,Central,28.08,67.98,2.0506,2,0,1,0,1.8784
11081,2025-03-18,22:00:00,Kegalle,Sabaragamuwa,30.28,70.37,2.039,7,1,0,0,2.4386
11082,2025-03-18,22:00:00,Kurunegala,North Western,30.22,67.35,2.5433,4,1,0,0,2.3992
11083,2025-03-18,23:00:00,Colombo,Western,31.17,64.05,2.4983,2,0,1,0,2.1448
11084,2025-03-18,23:00:00,Galle,Southern,29.59,70.32,2.3303,4,0,1,0,2.113
11085,2025-03-18,23:00:00,Gampaha,Western,29.25,71.4,2.2804,6,0,1,0,2.1841
11086,2025-03-18,23:00:00,Kandy,Central,27.97,70.37,1.8784,4,0,1,0,1.7621
11087,2025-03-18,23:00:00,Kegalle,Sabaragamuwa,28.91,67.6,2.4386,2,0,1,1,2.0232
11088,2025-03-18,23:00:00,Kurunegala,North Western,29.51,68.84,2.3992,4,0,1,1,2.1089
11089,2025-03-19,00:00:00,Colombo,Western,30.49,69.48,2.1448,3,0,1,0,2.2303
11090,2025-03-19,00:00:00,Galle,Southern,29.48,72.97,2.113,7,0,1,0,2.2658
11091,2025-03-19,00:00:00,Gampaha,Western,29.44,71.19,2.1841,7,0,1,0,2.2409
11092,2025-03-19,00:00:00,Kandy,Central,28.05,72.24,1.7621,2,0,1,0,1.9161
11093,2025-03-19,00:00:00,Kegalle,Sabaragamuwa,29.17,71.72,2.0232,7,0,1,0,2.3744
11094,2025-03-19,00:00:00,Kurunegala,North Western,27.56,66.25,2.1089,6,0,1,1,2.1381
11095,2025-03-19,01:00:00,Colombo,Western,28.88,73.97,2.2303,3,1,0,0,2.4246
11096,2025-03-19,01:00:00,Galle,Southern,29.6,72.78,2.2658,7,0,1,0,2.3192
11097,2025-03-19,01:00:00,Gampaha,Western,29.7,75.74,2.2409,5,0,1,0,2.3263
11098,2025-03-19,01:00:00,Kandy,Central,27.73,72.21,1.9161,5,0,0,0,1.8535
11099,2025-03-19,01:00:00,Kegalle,Sabaragamuwa,28.86,69.93,2.3744,7,0,1,0,2.1606
11100,2025-03-19,01:00:00,Kurunegala,North Western,28.02,69.89,2.1381,7,0,1,1,2.2237
11101,2025-03-19,02:00:00,Colombo,Western,28.72,73.92,2.4246,6,1,0,0,2.4422
11102,2025-03-19,02:00:00,Galle,Southern,28.2,72.29,2.3192,2,0,1,1,2.0495
11103,2025-03-19,02:00:00,Gampaha,Western,28.31,74.94,2.3263,3,1,0,0,2.1345
11104,2025-03-19,02:00:00,Kandy,Central,27.98,76.15,1.8535,4,0,1,0,2.0402
11105,2025-03-19,02:00:00,Kegalle,Sabaragamuwa,28.59,74.12,2.1606,2,0,1,0,1.9401
11106,2025-03-19,02:00:00,Kurunegala,North Western,28.85,72.19,2.2237,5,0,1,0,2.0515
11107,2025-03-19,03:00:00,Colombo,Western,29.14,71.57,2.4422,6,0,1,0,2.2286
11108,2025-03-19,03:00:00,Galle,Southern,27.51,75.97,2.0495,4,0,1,0,2.0705
11109,2025-03-19,03:00:00,Gampaha,Western,29.28,76.12,2.1345,5,0,1,0,2.2227
11110,2025-03-19,03:00:00,Kandy,Central,28.1,73.55,2.0402,2,0,1,1,1.8798
11111,2025-03-19,03:00:00,Kegalle,Sabaragamuwa,26.92,72.4,1.9401,7,0,1,0,1.9471
11112,2025-03-19,03:00:00,Kurunegala,North Western,28.35,78.7,2.0515,6,0,1,1,2.226
11113,2025-03-19,04:00:00,Colombo,Western,28.29,77.58,2.2286,2,0,1,0,2.3987
11114,2025-03-19,04:00:00,Galle,Southern,27.84,74.67,2.0705,6,0,1,1,2.1046
11115,2025-03-19,04:00:00,Gampaha,Western,29.12,75.77,2.2227,6,0,1,0,2.2737
11116,2025-03-19,04:00:00,Kandy,Central,27.0,74.11,1.8798,4,0,1,0,1.7608
11117,2025-03-19,04:00:00,Kegalle,Sabaragamuwa,26.62,79.74,1.9471,4,0,1,1,2.0633
11118,2025-03-19,04:00:00,Kurunegala,North Western,26.83,76.18,2.226,7,0,1,1,2.0914
11119,2025-03-19,05:00:00,Colombo,Western,27.95,74.48,2.3987,5,0,1,0,2.1526
11120,2025-03-19,05:00:00,Galle,Southern,27.38,82.61,2.1046,6,0,0,0,1.9196
11121,2025-03-19,05:00:00,Gampaha,Western,28.29,79.04,2.2737,4,0,1,0,2.0986
11122,2025-03-19,05:00:00,Kandy,Central,24.84,80.8,1.7608,4,0,0,0,1.8196
11123,2025-03-19,05:00:00,Kegalle,Sabaragamuwa,26.33,79.17,2.0633,3,0,1,0,1.9484
11124,2025-03-19,05:00:00,Kurunegala,North Western,26.75,75.8,2.0914,2,0,1,0,1.7994
11125,2025-03-19,06:00:00,Colombo,Western,26.28,85.03,2.1526,5,0,1,0,2.1266
11126,2025-03-19,06:00:00,Galle,Southern,27.41,83.02,1.9196,5,0,1,1,2.1713
11127,2025-03-19,06:00:00,Gampaha,Western,27.25,81.88,2.0986,7,0,1,0,2.0534
11128,2025-03-19,06:00:00,Kandy,Central,26.4,79.01,1.8196,2,0,1,0,1.6775
11129,2025-03-19,06:00:00,Kegalle,Sabaragamuwa,26.13,78.02,1.9484,3,0,1,1,1.9114
11130,2025-03-19,06:00:00,Kurunegala,North Western,26.17,86.05,1.7994,4,0,1,1,2.0838
11131,2025-03-19,07:00:00,Colombo,Western,26.28,76.8,2.1266,5,0,1,1,2.0336
11132,2025-03-19,07:00:00,Galle,Southern,27.85,80.09,2.1713,3,0,1,0,1.9802
11133,2025-03-19,07:00:00,Gampaha,Western,26.88,77.67,2.0534,2,0,1,0,1.9445
11134,2025-03-19,07:00:00,Kandy,Central,25.09,77.97,1.6775,7,0,0,0,1.7629
11135,2025-03-19,07:00:00,Kegalle,Sabaragamuwa,26.16,79.23,1.9114,3,0,0,0,1.8639
11136,2025-03-19,07:00:00,Kurunegala,North Western,25.78,81.51,2.0838,4,0,1,0,2.0508
11137,2025-03-19,08:00:00,Colombo,Western,27.23,80.15,2.0336,4,0,1,1,2.1049
11138,2025-03-19,08:00:00,Galle,Southern,26.79,78.2,1.9802,5,0,1,0,2.1118
11139,2025-03-19,08:00:00,Gampaha,Western,26.75,77.92,1.9445,3,0,1,0,1.9379
11140,2025-03-19,08:00:00,Kandy,Central,27.29,78.83,1.7629,2,0,1,0,1.6728
11141,2025-03-19,08:00:00,Kegalle,Sabaragamuwa,26.76,80.02,1.8639,7,0,1,0,1.9532
11142,2025-03-19,08:00:00,Kurunegala,North Western,26.84,81.44,2.0508,4,0,0,0,1.8473
11143,2025-03-19,09:00:00,Colombo,Western,27.54,78.19,2.1049,2,0,1,0,1.9664
11144,2025-03-19,09:00:00,Galle,Southern,25.76,74.82,2.1118,4,0,0,0,1.7389
11145,2025-03-19,09:00:00,Gampaha,Western,25.95,74.78,1.9379,6,0,1,1,1.9289
11146,2025-03-19,09:00:00,Kandy,Central,25.8,74.72,1.6728,4,0,1,1,1.7079
11147,2025-03-19,09:00:00,Kegalle,Sabaragamuwa,26.29,77.48,1.9532,2,0,1,1,1.5315
11148,2025-03-19,09:00:00,Kurunegala,North Western,26.67,77.86,1.8473,4,0,1,0,1.8543
11149,2025-03-19,10:00:00,Colombo,Western,28.25,82.55,1.9664,3,0,1,0,1.9972
11150,2025-03-19,10:00:00,Galle,Southern,26.24,76.88,1.7389,7,0,1,0,1.7429
11151,2025-03-19,10:00:00,Gampaha,Western,27.51,81.6,1.9289,7,0,1,0,2.0725
11152,2025-03-19,10:00:00,Kandy,Central,25.15,76.38,1.7079,2,0,0,0,1.3848
11153,2025-03-19,10:00:00,Kegalle,Sabaragamuwa,25.81,79.89,1.5315,7,0,1,0,1.768
11154,2025-03-19,10:00:00,Kurunegala,North Western,27.15,74.72,1.8543,6,0,1,1,1.8056
11155,2025-03-19,11:00:00,Colombo,Western,27.85,74.39,1.9972,3,0,1,0,1.9046
11156,2025-03-19,11:00:00,Galle,Southern,26.87,75.21,1.7429,7,0,1,0,1.7307
11157,2025-03-19,11:00:00,Gampaha,Western,27.09,75.02,2.0725,5,0,1,0,1.7819
11158,2025-03-19,11:00:00,Kandy,Central,24.44,79.2,1.3848,5,0,0,0,1.3621
11159,2025-03-19,11:00:00,Kegalle,Sabaragamuwa,26.99,78.47,1.768,7,0,1,0,1.8748
11160,2025-03-19,11:00:00,Kurunegala,North Western,26.31,76.05,1.8056,7,0,1,0,1.9445
11161,2025-03-19,12:00:00,Colombo,Western,26.67,72.11,1.9046,6,0,1,1,1.8552
11162,2025-03-19,12:00:00,Galle,Southern,26.63,75.46,1.7307,2,0,1,0,1.6423
11163,2025-03-19,12:00:00,Gampaha,Western,26.43,77.15,1.7819,3,0,1,1,1.9763
11164,2025-03-19,12:00:00,Kandy,Central,27.4,76.78,1.3621,4,0,1,0,1.7039
11165,2025-03-19,12:00:00,Kegalle,Sabaragamuwa,27.46,74.72,1.8748,2,0,1,0,1.7971
11166,2025-03-19,12:00:00,Kurunegala,North Western,27.57,72.1,1.9445,5,0,0,1,1.7587
11167,2025-03-19,13:00:00,Colombo,Western,28.69,68.95,1.8552,6,0,1,0,1.8648
11168,2025-03-19,13:00:00,Galle,Southern,27.02,77.13,1.6423,4,0,1,0,1.7947
11169,2025-03-19,13:00:00,Gampaha,Western,27.28,71.97,1.9763,5,0,0,0,1.7203
11170,2025-03-19,13:00:00,Kandy,Central,27.1,73.4,1.7039,2,0,1,0,1.5966
11171,2025-03-19,13:00:00,Kegalle,Sabaragamuwa,27.96,70.84,1.7971,7,0,1,0,1.8913
11172,2025-03-19,13:00:00,Kurunegala,North Western,26.72,76.14,1.7587,6,0,1,0,1.9454
11173,2025-03-19,14:00:00,Colombo,Western,28.64,67.16,1.8648,2,0,1,0,1.8361
11174,2025-03-19,14:00:00,Galle,Southern,27.22,69.0,1.7947,6,0,1,1,1.8929
11175,2025-03-19,14:00:00,Gampaha,Western,28.93,66.23,1.7203,6,1,0,0,1.9208
11176,2025-03-19,14:00:00,Kandy,Central,27.49,69.98,1.5966,4,0,1,0,1.7344
11177,2025-03-19,14:00:00,Kegalle,Sabaragamuwa,28.01,70.84,1.8913,4,0,1,0,1.7308
11178,2025-03-19,14:00:00,Kurunegala,North Western,27.8,72.01,1.9454,7,0,1,1,1.9995
11179,2025-03-19,15:00:00,Colombo,Western,29.66,73.04,1.8361,5,0,1,0,2.1435
11180,2025-03-19,15:00:00,Galle,Southern,29.01,71.54,1.8929,6,0,1,0,2.0206
11181,2025-03-19,15:00:00,Gampaha,Western,29.34,62.84,1.9208,4,0,1,0,1.822
11182,2025-03-19,15:00:00,Kandy,Central,27.43,67.46,1.7344,4,0,1,0,1.5666
11183,2025-03-19,15:00:00,Kegalle,Sabaragamuwa,28.66,70.19,1.7308,3,0,1,0,1.7189
11184,2025-03-19,15:00:00,Kurunegala,North Western,28.51,65.31,1.9995,2,0,1,1,1.9096
11185,2025-03-19,16:00:00,Colombo,Western,28.97,70.5,2.1435,5,0,1,0,1.9087
11186,2025-03-19,16:00:00,Galle,Southern,29.98,64.52,2.0206,5,0,1,0,1.7542
11187,2025-03-19,16:00:00,Gampaha,Western,29.35,68.69,1.822,7,0,1,1,2.1766
11188,2025-03-19,16:00:00,Kandy,Central,29.25,70.2,1.5666,2,0,1,0,1.7729
11189,2025-03-19,16:00:00,Kegalle,Sabaragamuwa,27.99,67.56,1.7189,3,0,1,0,1.5896
11190,2025-03-19,16:00:00,Kurunegala,North Western,29.35,63.04,1.9096,4,0,1,0,1.8715
11191,2025-03-19,17:00:00,Colombo,Western,30.08,65.12,1.9087,5,1,0,0,2.1779
11192,2025-03-19,17:00:00,Galle,Southern,29.34,66.55,1.7542,3,1,0,0,1.904
11193,2025-03-19,17:00:00,Gampaha,Western,30.6,65.73,2.1766,2,0,1,1,1.9877
11194,2025-03-19,17:00:00,Kandy,Central,28.69,65.35,1.7729,7,0,1,0,1.9207
11195,2025-03-19,17:00:00,Kegalle,Sabaragamuwa,28.89,67.46,1.5896,3,0,1,0,1.7147
11196,2025-03-19,17:00:00,Kurunegala,North Western,30.52,65.72,1.8715,4,0,1,0,1.8455
11197,2025-03-19,18:00:00,Colombo,Western,29.3,62.13,2.1779,4,1,0,0,2.315
11198,2025-03-19,18:00:00,Galle,Southern,28.62,67.23,1.904,5,1,0,0,2.0125
11199,2025-03-19,18:00:00,Gampaha,Western,29.01,68.44,1.9877,3,1,0,0,2.235
11200,2025-03-19,18:00:00,Kandy,Central,27.85,61.8,1.9207,2,0,1,0,1.7085
11201,2025-03-19,18:00:00,Kegalle,Sabaragamuwa,29.37,58.99,1.7147,7,1,0,0,1.9271
11202,2025-03-19,18:00:00,Kurunegala,North Western,29.82,66.97,1.8455,4,1,0,0,2.0926
11203,2025-03-19,19:00:00,Colombo,Western,30.04,65.35,2.315,2,0,1,0,2.0752
11204,2025-03-19,19:00:00,Galle,Southern,29.3,66.83,2.0125,4,1,0,0,2.1426
11205,2025-03-19,19:00:00,Gampaha,Western,29.91,63.57,2.235,6,1,0,0,2.3659
11206,2025-03-19,19:00:00,Kandy,Central,29.07,66.26,1.7085,4,1,0,0,1.984
11207,2025-03-19,19:00:00,Kegalle,Sabaragamuwa,28.87,64.01,1.9271,2,0,1,0,1.8577
11208,2025-03-19,19:00:00,Kurunegala,North Western,29.55,64.09,2.0926,4,1,0,0,2.1041
11209,2025-03-19,20:00:00,Colombo,Western,31.16,66.15,2.0752,3,1,0,0,2.3561
11210,2025-03-19,20:00:00,Galle,Southern,29.38,66.06,2.1426,7,1,0,0,2.1363
11211,2025-03-19,20:00:00,Gampaha,Western,30.92,65.9,2.3659,7,1,0,1,2.5571
11212,2025-03-19,20:00:00,Kandy,Central,30.32,68.05,1.984,2,0,1,0,1.948
11213,2025-03-19,20:00:00,Kegalle,Sabaragamuwa,29.9,66.62,1.8577,7,1,0,0,2.2585
11214,2025-03-19,20:00:00,Kurunegala,North Western,28.9,65.37,2.1041,6,1,0,0,2.323
11215,2025-03-19,21:00:00,Colombo,Western,29.57,64.28,2.3561,3,1,0,1,2.5589
11216,2025-03-19,21:00:00,Galle,Southern,28.77,66.73,2.1363,7,1,0,0,2.1737
11217,2025-03-19,21:00:00,Gampaha,Western,30.49,66.67,2.5571,5,1,0,0,2.5065
11218,2025-03-19,21:00:00,Kandy,Central,28.2,63.8,1.948,5,1,0,0,2.1253
11219,2025-03-19,21:00:00,Kegalle,Sabaragamuwa,29.41,65.2,2.2585,7,1,0,0,2.084
11220,2025-03-19,21:00:00,Kurunegala,North Western,30.71,67.65,2.323,7,1,0,0,2.3432
11221,2025-03-19,22:00:00,Colombo,Western,30.62,68.64,2.5589,6,1,0,0,2.664
11222,2025-03-19,22:00:00,Galle,Southern,31.15,64.68,2.1737,2,0,1,0,2.0736
11223,2025-03-19,22:00:00,Gampaha,Western,30.38,67.99,2.5065,3,1,0,0,2.3599
11224,2025-03-19,22:00:00,Kandy,Central,29.26,68.4,2.1253,4,1,0,0,2.1588
11225,2025-03-19,22:00:00,Kegalle,Sabaragamuwa,29.47,70.78,2.084,2,0,1,1,2.2886
11226,2025-03-19,22:00:00,Kurunegala,North Western,30.44,67.22,2.3432,5,1,0,0,2.4563
11227,2025-03-19,23:00:00,Colombo,Western,30.44,67.8,2.664,6,0,1,1,2.2652
11228,2025-03-19,23:00:00,Galle,Southern,28.77,65.55,2.0736,4,0,1,0,1.8974
11229,2025-03-19,23:00:00,Gampaha,Western,29.94,71.86,2.3599,5,0,1,0,2.1287
11230,2025-03-19,23:00:00,Kandy,Central,28.63,71.32,2.1588,2,0,1,0,1.7419
11231,2025-03-19,23:00:00,Kegalle,Sabaragamuwa,29.09,66.8,2.2886,7,0,0,0,2.0724
11232,2025-03-19,23:00:00,Kurunegala,North Western,29.16,66.09,2.4563,6,0,1,0,2.1419
11233,2025-03-20,00:00:00,Colombo,Western,29.79,71.47,2.2652,2,0,1,0,2.2811
11234,2025-03-20,00:00:00,Galle,Southern,29.09,71.08,1.8974,6,0,1,0,2.084
11235,2025-03-20,00:00:00,Gampaha,Western,29.23,72.64,2.1287,6,0,1,0,2.2369
11236,2025-03-20,00:00:00,Kandy,Central,29.09,71.84,1.7419,4,0,1,0,1.8768
11237,2025-03-20,00:00:00,Kegalle,Sabaragamuwa,29.1,68.46,2.0724,4,0,0,0,1.9493
11238,2025-03-20,00:00:00,Kurunegala,North Western,29.51,69.73,2.1419,7,0,1,0,2.2564
11239,2025-03-20,01:00:00,Colombo,Western,28.23,70.04,2.2811,5,0,1,1,2.3083
11240,2025-03-20,01:00:00,Galle,Southern,29.67,76.54,2.084,6,0,1,1,2.3714
11241,2025-03-20,01:00:00,Gampaha,Western,29.21,73.62,2.2369,4,0,1,0,2.235
11242,2025-03-20,01:00:00,Kandy,Central,26.83,71.61,1.8768,4,0,1,0,1.772
11243,2025-03-20,01:00:00,Kegalle,Sabaragamuwa,28.74,75.78,1.9493,3,0,1,1,2.1788
11244,2025-03-20,01:00:00,Kurunegala,North Western,27.87,77.85,2.2564,2,0,1,0,2.0194
11245,2025-03-20,02:00:00,Colombo,Western,28.45,76.7,2.3083,5,0,1,0,2.236
11246,2025-03-20,02:00:00,Galle,Southern,28.09,75.68,2.3714,5,0,1,0,2.0629
11247,2025-03-20,02:00:00,Gampaha,Western,28.26,76.44,2.235,7,0,1,0,2.2942
11248,2025-03-20,02:00:00,Kandy,Central,27.34,76.75,1.772,2,0,1,0,1.8312
11249,2025-03-20,02:00:00,Kegalle,Sabaragamuwa,27.98,70.87,2.1788,3,0,1,0,2.0323
11250,2025-03-20,02:00:00,Kurunegala,North Western,28.44,77.03,2.0194,4,1,0,0,2.3957
11251,2025-03-20,03:00:00,Colombo,Western,28.3,71.92,2.236,5,0,1,0,2.0703
11252,2025-03-20,03:00:00,Galle,Southern,27.89,76.45,2.0629,3,0,1,0,1.8136
11253,2025-03-20,03:00:00,Gampaha,Western,28.9,71.25,2.2942,2,0,1,1,2.1602
11254,2025-03-20,03:00:00,Kandy,Central,26.95,77.67,1.8312,7,0,1,1,2.1918
11255,2025-03-20,03:00:00,Kegalle,Sabaragamuwa,27.4,71.69,2.0323,3,0,1,0,1.886
11256,2025-03-20,03:00:00,Kurunegala,North Western,28.02,76.16,2.3957,4,0,1,0,2.1126
11257,2025-03-20,04:00:00,Colombo,Western,27.08,76.57,2.0703,4,0,0,1,2.1938
11258,2025-03-20,04:00:00,Galle,Southern,26.84,77.68,1.8136,5,0,1,0,2.2015
11259,2025-03-20,04:00:00,Gampaha,Western,27.86,81.3,2.1602,3,0,1,0,2.2041
11260,2025-03-20,04:00:00,Kandy,Central,26.26,75.93,2.1918,2,0,1,1,1.7778
11261,2025-03-20,04:00:00,Kegalle,Sabaragamuwa,28.63,77.11,1.886,7,0,1,0,2.2379
11262,2025-03-20,04:00:00,Kurunegala,North Western,27.18,77.73,2.1126,4,0,1,0,2.0107
11263,2025-03-20,05:00:00,Colombo,Western,28.27,76.48,2.1938,2,0,1,0,2.1483
11264,2025-03-20,05:00:00,Galle,Southern,27.17,78.65,2.2015,4,0,1,0,2.0838
11265,2025-03-20,05:00:00,Gampaha,Western,27.19,81.42,2.2041,6,0,1,1,2.2752
11266,2025-03-20,05:00:00,Kandy,Central,25.12,78.97,1.7778,4,0,0,0,1.6321
11267,2025-03-20,05:00:00,Kegalle,Sabaragamuwa,26.2,77.42,2.2379,2,0,1,0,1.7262
11268,2025-03-20,05:00:00,Kurunegala,North Western,26.97,81.0,2.0107,4,0,1,1,2.1521
11269,2025-03-20,06:00:00,Colombo,Western,27.01,79.7,2.1483,3,0,1,0,2.1562
11270,2025-03-20,06:00:00,Galle,Southern,28.78,77.34,2.0838,7,0,1,0,2.1694
11271,2025-03-20,06:00:00,Gampaha,Western,26.92,80.34,2.2752,7,0,1,1,2.331
11272,2025-03-20,06:00:00,Kandy,Central,25.84,80.25,1.6321,2,0,1,0,1.9116
11273,2025-03-20,06:00:00,Kegalle,Sabaragamuwa,26.42,72.87,1.7262,7,0,1,0,1.8022
