record_id,date,time,district,province,country,temperature_c,humidity_pct,previous_consumption_kwh,household_size,ac_usage,fan_usage,hour,day,month,day_of_week,is_weekend,electricity_consumption_kwh
1436,2025-03-01,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.657934299705786,75.99691813488047,2.27,2,0,1,19,1,3,5,1,2.273
1437,2025-03-01,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.648009836376232,74.84218437584985,2.273,6,0,1,20,1,3,5,1,2.488
1438,2025-03-01,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.910811614236888,73.98996616380737,2.488,5,0,0,21,1,3,5,1,2.173
1439,2025-03-01,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.602146024244668,79.10042470676301,2.173,3,0,0,22,1,3,5,1,1.67
1440,2025-03-01,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.9167735338002,80.23841168459955,1.67,3,0,1,23,1,3,5,1,1.806
1441,2025-03-02,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.043428069353066,79.64912080198833,1.806,6,0,0,0,2,3,6,1,1.532
1442,2025-03-02,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.583881028516082,68.83079450149927,1.532,3,0,0,1,2,3,6,1,1.051
1443,2025-03-02,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.087451656019795,73.83123882096588,1.051,2,0,0,2,2,3,6,1,1.023
1444,2025-03-02,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.446372072277992,82.59860121251477,1.023,2,0,1,3,2,3,6,1,1.641
1445,2025-03-02,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.45990674135983,70.92596404656477,1.641,3,0,0,4,2,3,6,1,1.039
1446,2025-03-02,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.252133329864495,78.02984460026323,1.039,5,0,1,5,2,3,6,1,2.086
1447,2025-03-02,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.46062383350535,75.63754394283632,2.086,4,0,1,6,2,3,6,1,2.374
1448,2025-03-02,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.488458754184464,68.09699055367189,2.374,5,0,1,7,2,3,6,1,2.472
1449,2025-03-02,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.754747502970353,61.20734017581545,2.472,3,0,1,8,2,3,6,1,2.303
1450,2025-03-02,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.250117178390774,65.2243496082083,2.303,3,0,1,9,2,3,6,1,1.914
1451,2025-03-02,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.139563990784374,74.36231270622622,1.914,4,0,1,10,2,3,6,1,1.793
1452,2025-03-02,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.387817586103562,61.48471300467152,1.793,5,1,1,11,2,3,6,1,2.223
1453,2025-03-02,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.340691823195733,61.061489837579444,2.223,4,1,1,12,2,3,6,1,2.207
1454,2025-03-02,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.388396997606616,60.009670358760694,2.207,5,1,1,13,2,3,6,1,2.338
1455,2025-03-02,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,30.973745000567234,69.0976571221746,2.338,2,1,1,14,2,3,6,1,1.971
1456,2025-03-02,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.61322440018712,63.96615932700851,1.971,4,1,1,15,2,3,6,1,2.023
1457,2025-03-02,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,31.264542405026283,63.54662761589761,2.023,4,1,1,16,2,3,6,1,2.08
1458,2025-03-02,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.05249303832407,73.1538960687814,2.08,2,0,1,17,2,3,6,1,1.654
1459,2025-03-02,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.82825471537978,71.5062430360245,1.654,3,0,1,18,2,3,6,1,1.783
1460,2025-03-02,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.01054886445556,67.32283903315896,1.783,3,0,1,19,2,3,6,1,2.131
1461,2025-03-02,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.77036845859956,67.91739767147052,2.131,4,0,1,20,2,3,6,1,2.039
1462,2025-03-02,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.695617832498765,79.1326798595199,2.039,2,0,1,21,2,3,6,1,2.204
1463,2025-03-02,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.91699262193007,76.01690012327269,2.204,3,0,0,22,2,3,6,1,1.868
1464,2025-03-02,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.387865776689658,70.86592174706661,1.868,6,0,1,23,2,3,6,1,1.997
1465,2025-03-03,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.36597146337582,70.62901803644928,1.997,2,0,1,0,3,3,0,0,1.37
1466,2025-03-03,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.327612887990977,73.53584513920097,1.37,6,0,0,1,3,3,0,0,1.529
1467,2025-03-03,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.170885331933043,72.80354243161136,1.529,4,0,0,2,3,3,0,0,1.191
1468,2025-03-03,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.207200993359145,68.87786994288533,1.191,2,0,0,3,3,3,0,0,0.903
1469,2025-03-03,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.43341974765458,71.55171952171185,0.903,4,0,0,4,3,3,0,0,1.186
1470,2025-03-03,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.606003322326163,70.82367775342459,1.186,4,0,0,5,3,3,0,0,1.522
1471,2025-03-03,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.68758828755767,70.96100816217937,1.522,3,0,1,6,3,3,0,0,1.787
1472,2025-03-03,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.17534181107936,77.77164018051084,1.787,3,0,1,7,3,3,0,0,2.085
1473,2025-03-03,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.98926737046015,68.12089359588926,2.085,5,0,1,8,3,3,0,0,2.156
1474,2025-03-03,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.91636152041678,66.82970064902314,2.156,2,0,1,9,3,3,0,0,1.396
1475,2025-03-03,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.24739163173236,68.08727398688994,1.396,6,0,1,10,3,3,0,0,1.932
1476,2025-03-03,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.849659790016247,63.98854988924269,1.932,3,0,1,11,3,3,0,0,1.299
1477,2025-03-03,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,31.10167013077678,65.83913107152335,1.299,3,1,1,12,3,3,0,0,1.932
1478,2025-03-03,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.538881983273747,65.12245950780694,1.932,2,0,1,13,3,3,0,0,0.998
1479,2025-03-03,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.487457917920644,64.7288734783735,0.998,6,1,1,14,3,3,0,0,2.122
1480,2025-03-03,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,31.069274458045044,76.00368651118477,2.122,3,1,1,15,3,3,0,0,2.285
1481,2025-03-03,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.784853803673666,69.69475590787158,2.285,6,1,1,16,3,3,0,0,2.135
1482,2025-03-03,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.430549446135473,63.17311206117308,2.135,3,0,1,17,3,3,0,0,1.608
1483,2025-03-03,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.491667549619102,70.66915542903901,1.608,2,0,1,18,3,3,0,0,1.608
1484,2025-03-03,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.98864815721287,67.83305277336112,1.608,4,0,1,19,3,3,0,0,1.783
1485,2025-03-03,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.62208762422283,74.59673637195706,1.783,4,0,1,20,3,3,0,0,2.352
1486,2025-03-03,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.62771761859873,68.99925033156693,2.352,4,0,1,21,3,3,0,0,1.989
1487,2025-03-03,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.302446863126562,71.51862967596992,1.989,6,0,1,22,3,3,0,0,2.136
1488,2025-03-03,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.921698599169236,78.43780807645157,2.136,4,0,0,23,3,3,0,0,1.532
1489,2025-03-04,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.8378232476688,81.75215723841558,1.532,5,0,1,0,4,3,1,0,1.465
1490,2025-03-04,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.438400457019668,80.01057739501205,1.465,3,0,1,1,4,3,1,0,1.276
1491,2025-03-04,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.706965529446315,81.17795012216435,1.276,2,0,1,2,4,3,1,0,1.001
1492,2025-03-04,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.27725946613009,78.55745206154646,1.001,4,0,0,3,4,3,1,0,1.283
1493,2025-03-04,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.077096747271128,76.63973186443516,1.283,4,0,0,4,4,3,1,0,1.227
1494,2025-03-04,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.16273995118827,72.48522690296625,1.227,4,0,0,5,4,3,1,0,1.118
1495,2025-03-04,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.317108206709086,76.06374055058484,1.118,5,0,1,6,4,3,1,0,2.164
1496,2025-03-04,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.39211576541561,75.09951693130657,2.164,6,0,1,7,4,3,1,0,2.438
1497,2025-03-04,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.2582379712746,68.93580391896326,2.438,2,0,1,8,4,3,1,0,1.975
1498,2025-03-04,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.80462493096517,67.03229583288537,1.975,2,0,1,9,4,3,1,0,1.811
1499,2025-03-04,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.96958161839284,72.41587577858311,1.811,3,0,1,10,4,3,1,0,1.589
1500,2025-03-04,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.034715732979276,64.85613505424405,1.589,4,0,1,11,4,3,1,0,1.502
1501,2025-03-04,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.971835198131625,64.5412626974404,1.502,2,0,1,12,4,3,1,0,1.364
1502,2025-03-04,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.20490958703725,65.93690363101157,1.364,2,1,1,13,4,3,1,0,1.588
1503,2025-03-04,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,30.860117383099873,63.84729419215991,1.588,4,1,1,14,4,3,1,0,1.723
1504,2025-03-04,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.968824270102665,61.65646088253655,1.723,3,1,1,15,4,3,1,0,1.781
1505,2025-03-04,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.255484088560912,67.56211483378826,1.781,6,1,1,16,4,3,1,0,2.458
1506,2025-03-04,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.37887454017811,67.34497995991072,2.458,4,0,1,17,4,3,1,0,1.553
1507,2025-03-04,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.71424612213625,76.55726571018035,1.553,6,0,1,18,4,3,1,0,2.15
1508,2025-03-04,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.690186454574334,74.1537942011695,2.15,5,0,1,19,4,3,1,0,2.347
1509,2025-03-04,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.59801134224381,70.42980416994564,2.347,4,0,1,20,4,3,1,0,2.324
1510,2025-03-04,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.38118387883508,77.4162408767615,2.324,6,0,1,21,4,3,1,0,2.145
1511,2025-03-04,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.65433053533547,77.18121080722975,2.145,6,0,1,22,4,3,1,0,2.134
1512,2025-03-04,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.458603716391423,82.29988303427312,2.134,4,0,1,23,4,3,1,0,1.554
1513,2025-03-05,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.291613064055046,75.66366393270732,1.554,6,0,1,0,5,3,2,0,1.802
1514,2025-03-05,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.69743433207872,78.75470459343809,1.802,3,0,0,1,5,3,2,0,1.181
1515,2025-03-05,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.85413881456718,77.36510618765351,1.181,3,0,0,2,5,3,2,0,0.956
1516,2025-03-05,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.463640719259526,77.29609551872426,0.956,5,0,0,3,5,3,2,0,1.559
1517,2025-03-05,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.003227619885564,72.40895167229003,1.559,5,0,0,4,5,3,2,0,1.41
1518,2025-03-05,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.069721222453598,76.8036466716527,1.41,3,0,1,5,5,3,2,0,1.33
1519,2025-03-05,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.347860488091822,74.48359041911563,1.33,5,0,1,6,5,3,2,0,2.016
1520,2025-03-05,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.727682085142447,76.14089446768718,2.016,4,0,0,7,5,3,2,0,2.068
1521,2025-03-05,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.985588866524804,69.14816327633523,2.068,4,0,1,8,5,3,2,0,1.783
1522,2025-03-05,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.5249525105826,65.85264196700746,1.783,6,0,1,9,5,3,2,0,1.845
1523,2025-03-05,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.21269957017367,69.20743004347032,1.845,2,0,1,10,5,3,2,0,1.101
1524,2025-03-05,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.829191685510825,61.7610046471102,1.101,4,0,1,11,5,3,2,0,1.246
1525,2025-03-05,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.085300962770912,68.57845735631236,1.246,3,1,1,12,5,3,2,0,1.732
1526,2025-03-05,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,30.567695544833185,68.33136798965481,1.732,4,1,1,13,5,3,2,0,1.808
1527,2025-03-05,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,30.758815869213354,69.26763482051416,1.808,2,1,1,14,5,3,2,0,1.684
1528,2025-03-05,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.568281574924505,66.4443141122269,1.684,2,1,1,15,5,3,2,0,2.026
1529,2025-03-05,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.717116196614946,64.1042670013031,2.026,5,0,1,16,5,3,2,0,1.524
1530,2025-03-05,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.47372425171614,67.93675090522144,1.524,2,0,1,17,5,3,2,0,1.569
1531,2025-03-05,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.84428818280686,70.70854226459917,1.569,4,0,1,18,5,3,2,0,2.087
1532,2025-03-05,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.972206582412618,68.7594334192485,2.087,6,0,1,19,5,3,2,0,2.182
1533,2025-03-05,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.785183799446493,78.1441984714185,2.182,6,0,1,20,5,3,2,0,2.366
1534,2025-03-05,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.343444196544112,76.82033667027417,2.366,2,0,1,21,5,3,2,0,1.994
1535,2025-03-05,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.20700430894811,72.38085564701781,1.994,6,0,1,22,5,3,2,0,2.018
1536,2025-03-05,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.252558810164174,84.59367253235418,2.018,3,0,1,23,5,3,2,0,1.614
1537,2025-03-06,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.174507211164254,78.15103788470418,1.614,2,0,1,0,6,3,3,0,1.361
1538,2025-03-06,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.945529530859925,73.62358782860005,1.361,4,0,0,1,6,3,3,0,0.861
1539,2025-03-06,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.455788250183957,74.44046429303438,0.861,4,0,0,2,6,3,3,0,1.062
1540,2025-03-06,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.508502603770875,83.01331221515244,1.062,3,0,1,3,6,3,3,0,1.279
1541,2025-03-06,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.36640901100289,83.24968713317311,1.279,4,0,1,4,6,3,3,0,1.413
1542,2025-03-06,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.692039096783905,78.53794021392368,1.413,2,0,1,5,6,3,3,0,1.382
1543,2025-03-06,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.789564310975397,78.08896791006619,1.382,3,0,1,6,6,3,3,0,1.756
1544,2025-03-06,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.1913401489128,75.86646183519444,1.756,2,0,1,7,6,3,3,0,1.845
1545,2025-03-06,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.091080259946153,71.41593129533862,1.845,6,0,1,8,6,3,3,0,2.241
1546,2025-03-06,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.53536626656554,68.8161671512437,2.241,4,0,1,9,6,3,3,0,1.867
1547,2025-03-06,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.975409513949224,68.2097053096006,1.867,4,0,1,10,6,3,3,0,1.489
1548,2025-03-06,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.33730691376097,67.88188394608211,1.489,4,0,1,11,6,3,3,0,1.619
1549,2025-03-06,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.865824513557783,61.27212718987093,1.619,6,1,1,12,6,3,3,0,2.107
1550,2025-03-06,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,30.020999598699397,66.92783491724845,2.107,5,1,1,13,6,3,3,0,1.899
1551,2025-03-06,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.54635339981165,70.0729866051646,1.899,5,0,1,14,6,3,3,0,1.44
1552,2025-03-06,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.125118298082832,64.1123324601928,1.44,3,1,1,15,6,3,3,0,1.909
1553,2025-03-06,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.959494051234632,64.79726139040699,1.909,3,0,1,16,6,3,3,0,1.493
1554,2025-03-06,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.68752331203095,69.40618523695467,1.493,6,0,1,17,6,3,3,0,2.094
1555,2025-03-06,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.29926912911876,66.58963648264981,2.094,6,0,1,18,6,3,3,0,2.113
1556,2025-03-06,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.22199643979148,65.73272553348997,2.113,3,0,1,19,6,3,3,0,2.114
1557,2025-03-06,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.41711161179238,77.40260947613835,2.114,3,0,1,20,6,3,3,0,2.338
1558,2025-03-06,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.89253328152248,72.69619495990626,2.338,3,0,1,21,6,3,3,0,1.899
1559,2025-03-06,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.247297048792195,76.02354178318667,1.899,5,0,1,22,6,3,3,0,1.953
1560,2025-03-06,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.903452646206613,74.62167766245881,1.953,6,0,0,23,6,3,3,0,2.026
1561,2025-03-07,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.261497032706984,82.86850004367547,2.026,6,0,1,0,7,3,4,0,1.678
1562,2025-03-07,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.407347136021897,81.41270463313606,1.678,6,0,1,1,7,3,4,0,1.639
1563,2025-03-07,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.54673991403554,76.79852261940867,1.639,3,0,0,2,7,3,4,0,1.159
1564,2025-03-07,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.377942020656654,72.34258836744006,1.159,3,0,0,3,7,3,4,0,0.827
1565,2025-03-07,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.822951902262997,74.56202824887303,0.827,6,0,0,4,7,3,4,0,1.368
1566,2025-03-07,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.5122504815005,76.78061079979885,1.368,3,0,0,5,7,3,4,0,1.178
1567,2025-03-07,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.669220960166186,73.5662761320367,1.178,3,0,0,6,7,3,4,0,1.64
1568,2025-03-07,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.40495432096324,71.43639217780795,1.64,6,0,1,7,7,3,4,0,2.222
1569,2025-03-07,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.583772539026967,70.0350617221616,2.222,4,0,1,8,7,3,4,0,1.988
1570,2025-03-07,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.455014685648464,70.53518492599264,1.988,2,0,1,9,7,3,4,0,1.412
1571,2025-03-07,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.420102968972824,65.88281571543399,1.412,6,0,1,10,7,3,4,0,1.496
1572,2025-03-07,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.803950351109265,66.73787597534694,1.496,3,0,1,11,7,3,4,0,1.484
1573,2025-03-07,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.698078079025873,60.29084238499613,1.484,3,1,1,12,7,3,4,0,1.581
1574,2025-03-07,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.69424129912652,74.2154031079013,1.581,4,1,1,13,7,3,4,0,1.875
1575,2025-03-07,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.637120576054695,63.103081938711505,1.875,3,0,1,14,7,3,4,0,1.04
1576,2025-03-07,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.69468087452366,65.75219420504484,1.04,6,0,1,15,7,3,4,0,1.465
1577,2025-03-07,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.44840999106441,68.31611463083901,1.465,5,1,1,16,7,3,4,0,2.185
1578,2025-03-07,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.80292372311874,65.85683795039783,2.185,4,0,1,17,7,3,4,0,1.866
1579,2025-03-07,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.628650103165597,69.2195658612802,1.866,3,0,1,18,7,3,4,0,1.471
1580,2025-03-07,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.001274590128325,70.9827010986271,1.471,4,0,1,19,7,3,4,0,2.058
1581,2025-03-07,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.951697604230116,69.15558094542413,2.058,3,0,1,20,7,3,4,0,1.868
1582,2025-03-07,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.152885972747974,76.25435770215856,1.868,6,0,1,21,7,3,4,0,2.241
1583,2025-03-07,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.040161996821155,69.3528601152709,2.241,5,0,1,22,7,3,4,0,1.971
1584,2025-03-07,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.457645747959425,84.07301159615753,1.971,2,0,1,23,7,3,4,0,1.513
1585,2025-03-08,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.47963590998207,80.93336432393704,1.513,4,0,1,0,8,3,5,1,1.156
1586,2025-03-08,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.998676871744085,80.55648943061351,1.156,5,0,1,1,8,3,5,1,1.713
1587,2025-03-08,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.3245253532649,70.81491233429051,1.713,4,0,0,2,8,3,5,1,1.133
1588,2025-03-08,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.049620327370828,73.89206313331898,1.133,2,0,1,3,8,3,5,1,1.143
1589,2025-03-08,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.787132927224018,81.50712795152604,1.143,2,0,1,4,8,3,5,1,1.463
1590,2025-03-08,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.655678736674922,91.10496558815841,1.463,5,0,1,5,8,3,5,1,2.104
1591,2025-03-08,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.490846197383846,77.59050317594577,2.104,4,0,0,6,8,3,5,1,1.859
1592,2025-03-08,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.147330911245838,75.14777364100381,1.859,4,0,1,7,8,3,5,1,2.034
1593,2025-03-08,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.860929839924307,71.28816359673911,2.034,3,0,1,8,8,3,5,1,2.005
1594,2025-03-08,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.141031570978544,64.11001121715933,2.005,3,0,1,9,8,3,5,1,1.641
1595,2025-03-08,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.702376798395758,70.03094886449549,1.641,4,0,1,10,8,3,5,1,1.835
1596,2025-03-08,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.341929722506006,60.53299282512122,1.835,4,1,1,11,8,3,5,1,2.355
1597,2025-03-08,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.681550847656116,59.39617855541711,2.355,4,1,1,12,8,3,5,1,2.311
1598,2025-03-08,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.895472946352147,58.90588269824604,2.311,6,1,1,13,8,3,5,1,2.35
1599,2025-03-08,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,31.06221456394551,68.1414098019829,2.35,2,1,1,14,8,3,5,1,2.15
1600,2025-03-08,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.850517298373482,64.70816595379893,2.15,4,0,1,15,8,3,5,1,1.404
1601,2025-03-08,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.380923237634097,66.4536849313117,1.404,3,1,1,16,8,3,5,1,2.39
1602,2025-03-08,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.886050843738005,67.43838425179726,2.39,2,0,1,17,8,3,5,1,1.472
1603,2025-03-08,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,29.411631847470428,64.68540051948945,1.472,4,0,1,18,8,3,5,1,1.77
1604,2025-03-08,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.5872824068114,68.31707637593038,1.77,2,0,1,19,8,3,5,1,2.268
1605,2025-03-08,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.750115646675305,70.33002849070384,2.268,3,0,1,20,8,3,5,1,2.176
1606,2025-03-08,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.36180355040675,68.87891421109856,2.176,5,0,1,21,8,3,5,1,2.447
1607,2025-03-08,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.006463284159253,73.93290708710443,2.447,3,0,1,22,8,3,5,1,1.767
1608,2025-03-08,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.176311437861486,72.73695200090611,1.767,5,0,1,23,8,3,5,1,2.251
